ID,Category,Occupation
PA13426,Type3,"Legislators, Senior Officials & Managers"
PA13427,Type6,Service and Sales Workers
PA13428,Type15,Clerical Support Workers
PA13428,Type12,Clerical Support Workers
PA13429,Type12,Service and Sales Workers
PA13430,Type3,"Legislators, Senior Officials & Managers"
PA13431,Type3,Service and Sales Workers
PA13431,Type12,Service and Sales Workers
PA13432,Type5,Associate Professionals and Technicians
PA13432,Type10,Associate Professionals and Technicians
PA13433,Type7,"Legislators, Senior Officials & Managers"
PA13434,Type10,Associate Professionals and Technicians
PA13435,Type12,Professionals
PA13436,Type13,Service and Sales Workers
PA13437,Type7,Economically Inactive
PA13438,Type9,Service and Sales Workers
PA13439,Type9,Service and Sales Workers
PA13439,Type12,Service and Sales Workers
PA13439,Type5,Service and Sales Workers
PA13440,Type6,Associate Professionals and Technicians
PA13441,Type6,Associate Professionals and Technicians
PA13442,Type5,Clerical Support Workers
PA13443,Type5,Service and Sales Workers
PA13443,Type3,Service and Sales Workers
PA13444,Type11,Professionals
PA13445,Type3,Craftsmen and Related Trades Workers
PA13446,Type13,Service and Sales Workers
PA13447,Type6,Associate Professionals and Technicians
PA13448,Type13,"Legislators, Senior Officials & Managers"
PA13449,Type9,Economically Inactive
PA13450,Type12,Clerical Support Workers
PA13451,Type6,Service and Sales Workers
PA13452,Type12,"Legislators, Senior Officials & Managers"
PA13453,Type12,"Legislators, Senior Officials & Managers"
PA13454,Type2,"Legislators, Senior Officials & Managers"
PA13454,Type2,"Legislators, Senior Officials & Managers"
PA13455,Type5,Economically Inactive
PA13455,Type8,Economically Inactive
PA13456,Type3,Economically Inactive
PA13457,Type6,Service and Sales Workers
PA13458,Type7,Economically Inactive
PA13459,Type12,Economically Inactive
PA13460,Type6,"Legislators, Senior Officials & Managers"
PA13461,Type10,Associate Professionals and Technicians
PA13462,Type5,Economically Inactive
PA13462,Type15,Economically Inactive
PA13462,Type12,Economically Inactive
PA13463,Type8,"Legislators, Senior Officials & Managers"
PA13464,Type6,Associate Professionals and Technicians
PA13464,Type12,Associate Professionals and Technicians
PA13465,Type12,Associate Professionals and Technicians
PA13466,Type12,"Legislators, Senior Officials & Managers"
PA13466,Type2,"Legislators, Senior Officials & Managers"
PA13467,Type12,Associate Professionals and Technicians
PA13468,Type13,Associate Professionals and Technicians
PA13469,Type9,Economically Inactive
PA13470,Type7,Others
PA13470,Type12,Others
PA13471,Type12,Associate Professionals and Technicians
PA13472,Type6,Service and Sales Workers
PA13473,Type5,"Legislators, Senior Officials & Managers"
PA13474,Type12,Service and Sales Workers
PA13474,Type5,Service and Sales Workers
PA13475,Type12,Service and Sales Workers
PA13476,Type10,Economically Inactive
PA13477,Type5,Economically Inactive
PA13478,Type9,Economically Inactive
PA13478,Type12,Economically Inactive
PA13479,Type5,Associate Professionals and Technicians
PA13480,Type15,Economically Inactive
PA13481,Type9,Service and Sales Workers
PA13481,Type12,Service and Sales Workers
PA13482,Type5,Economically Inactive
PA13483,Type12,"Cleaners, Labourers and Related Workers"
PA13484,Type5,Service and Sales Workers
PA13484,Type13,Service and Sales Workers
PA13485,Type10,"Legislators, Senior Officials & Managers"
PA13486,Type10,Professionals
PA13487,Type10,Service and Sales Workers
PA13488,Type6,Clerical Support Workers
PA13488,Type12,Clerical Support Workers
PA13488,Type11,Clerical Support Workers
PA13489,Type7,Economically Inactive
PA13490,Type15,Clerical Support Workers
PA13491,Type10,Economically Inactive
PA13492,Type9,Economically Inactive
PA13492,Type15,Economically Inactive
PA13492,Type12,Economically Inactive
PA13493,Type9,Service and Sales Workers
PA13494,Type9,Professionals
PA13495,Type12,Service and Sales Workers
PA13496,Type12,Plant & Machine Operators & Assemblers
PA13496,Type2,Plant & Machine Operators & Assemblers
PA13496,Type6,Plant & Machine Operators & Assemblers
PA13497,Type12,Associate Professionals and Technicians
PA13498,Type8,Associate Professionals and Technicians
PA13499,Type6,Service and Sales Workers
PA13500,Type12,"Legislators, Senior Officials & Managers"
PA13501,Type13,"Legislators, Senior Officials & Managers"
PA13502,Type10,"Legislators, Senior Officials & Managers"
PA13503,Type6,"Legislators, Senior Officials & Managers"
PA13504,Type3,"Legislators, Senior Officials & Managers"
PA13505,Type10,Service and Sales Workers
PA13505,Type7,Service and Sales Workers
PA13506,Type5,Service and Sales Workers
PA13507,Type13,Economically Inactive
PA13508,Type5,"Legislators, Senior Officials & Managers"
PA13509,Type6,"Legislators, Senior Officials & Managers"
PA13509,Type12,"Legislators, Senior Officials & Managers"
PA13510,Type8,Associate Professionals and Technicians
PA13511,Type8,Economically Inactive
PA13511,Type12,Economically Inactive
PA13512,Type8,Clerical Support Workers
PA13513,Type12,Clerical Support Workers
PA13513,Type11,Clerical Support Workers
PA13514,Type12,Economically Inactive
PA13515,Type12,Service and Sales Workers
PA13516,Type13,"Cleaners, Labourers and Related Workers"
PA13517,Type5,"Legislators, Senior Officials & Managers"
PA13517,Type13,"Legislators, Senior Officials & Managers"
PA13518,Type12,Professionals
PA13518,Type9,Professionals
PA13519,Type12,Service and Sales Workers
PA13520,Type5,Service and Sales Workers
PA13521,Type13,"Legislators, Senior Officials & Managers"
PA13522,Type5,Others
PA13523,Type12,Professionals
PA13524,Type13,Professionals
PA13525,Type9,Economically Inactive
PA13526,Type5,"Legislators, Senior Officials & Managers"
PA13526,Type13,"Legislators, Senior Officials & Managers"
PA13527,Type13,"Legislators, Senior Officials & Managers"
PA13528,Type5,Associate Professionals and Technicians
PA13529,Type10,"Legislators, Senior Officials & Managers"
PA13530,Type12,"Legislators, Senior Officials & Managers"
PA13531,Type12,Economically Inactive
PA13531,Type9,Economically Inactive
PA13532,Type10,"Legislators, Senior Officials & Managers"
PA13533,Type15,Economically Inactive
PA13534,Type10,Professionals
PA13535,Type5,Associate Professionals and Technicians
PA13536,Type12,"Legislators, Senior Officials & Managers"
PA13536,Type11,"Legislators, Senior Officials & Managers"
PA13537,Type10,"Legislators, Senior Officials & Managers"
PA13538,Type15,"Legislators, Senior Officials & Managers"
PA13539,Type9,Associate Professionals and Technicians
PA13540,Type12,"Legislators, Senior Officials & Managers"
PA13541,Type12,Clerical Support Workers
PA13542,Type12,Economically Inactive
PA13543,Type5,Associate Professionals and Technicians
PA13544,Type5,"Legislators, Senior Officials & Managers"
PA13545,Type12,Clerical Support Workers
PA13546,Type12,"Legislators, Senior Officials & Managers"
PA13546,Type15,"Legislators, Senior Officials & Managers"
PA13547,Type5,"Legislators, Senior Officials & Managers"
PA13547,Type12,"Legislators, Senior Officials & Managers"
PA13548,Type12,Professionals
PA13549,Type2,Economically Inactive
PA13550,Type12,Clerical Support Workers
PA13551,Type10,"Legislators, Senior Officials & Managers"
PA13552,Type13,Associate Professionals and Technicians
PA13553,Type6,Associate Professionals and Technicians
PA13554,Type10,"Legislators, Senior Officials & Managers"
PA13555,Type12,Economically Inactive
PA13556,Type12,Others
PA13557,Type12,Economically Inactive
PA13558,Type4,"Legislators, Senior Officials & Managers"
PA13559,Type6,Service and Sales Workers
PA13560,Type3,Associate Professionals and Technicians
PA13560,Type15,Associate Professionals and Technicians
PA13561,Type12,"Legislators, Senior Officials & Managers"
PA13562,Type1,Service and Sales Workers
PA13563,Type12,Economically Inactive
PA13564,Type6,Service and Sales Workers
PA13565,Type3,Service and Sales Workers
PA13566,Type12,Economically Inactive
PA13567,Type12,Economically Inactive
PA13568,Type12,Service and Sales Workers
PA13568,Type9,Service and Sales Workers
PA13569,Type9,Craftsmen and Related Trades Workers
PA13570,Type6,Economically Inactive
PA13571,Type3,Associate Professionals and Technicians
PA13572,Type12,Service and Sales Workers
PA13573,Type12,"Legislators, Senior Officials & Managers"
PA13574,Type12,Economically Inactive
PA13575,Type12,Associate Professionals and Technicians
PA13576,Type12,Clerical Support Workers
PA13577,Type5,Service and Sales Workers
PA13578,Type13,Economically Inactive
PA13579,Type12,Associate Professionals and Technicians
PA13580,Type12,Service and Sales Workers
PA13581,Type1,"Legislators, Senior Officials & Managers"
PA13582,Type13,Associate Professionals and Technicians
PA13583,Type15,Professionals
PA13584,Type10,Economically Inactive
PA13585,Type13,Service and Sales Workers
PA13586,Type6,Economically Inactive
PA13587,Type15,"Legislators, Senior Officials & Managers"
PA13587,Type12,"Legislators, Senior Officials & Managers"
PA13588,Type5,Professionals
PA13588,Type12,Professionals
PA13589,Type12,"Legislators, Senior Officials & Managers"
PA13590,Type15,"Legislators, Senior Officials & Managers"
PA13590,Type6,"Legislators, Senior Officials & Managers"
PA13590,Type3,"Legislators, Senior Officials & Managers"
PA13591,Type9,Service and Sales Workers
PA13591,Type12,Service and Sales Workers
PA13592,Type12,Service and Sales Workers
PA13593,Type10,Clerical Support Workers
PA13594,Type9,Economically Inactive
PA13594,Type13,Economically Inactive
PA13595,Type9,Service and Sales Workers
PA13595,Type3,Service and Sales Workers
PA13595,Type12,Service and Sales Workers
PA13596,Type12,Associate Professionals and Technicians
PA13597,Type9,Economically Inactive
PA13598,Type12,"Legislators, Senior Officials & Managers"
PA13599,Type12,"Legislators, Senior Officials & Managers"
PA13600,Type8,Clerical Support Workers
PA13601,Type8,"Legislators, Senior Officials & Managers"
PA13602,Type6,Economically Inactive
PA13603,Type13,Service and Sales Workers
PA13604,Type2,"Legislators, Senior Officials & Managers"
PA13604,Type3,"Legislators, Senior Officials & Managers"
PA13605,Type15,"Legislators, Senior Officials & Managers"
PA13606,Type6,"Legislators, Senior Officials & Managers"
PA13606,Type12,"Legislators, Senior Officials & Managers"
PA13607,Type6,Clerical Support Workers
PA13608,Type15,Economically Inactive
PA13608,Type12,Economically Inactive
PA13609,Type12,Service and Sales Workers
PA13609,Type6,Service and Sales Workers
PA13609,Type9,Service and Sales Workers
PA13610,Type10,"Legislators, Senior Officials & Managers"
PA13611,Type12,Associate Professionals and Technicians
PA13612,Type5,Economically Inactive
PA13612,Type13,Economically Inactive
PA13613,Type15,Economically Inactive
PA13614,Type13,Craftsmen and Related Trades Workers
PA13615,Type6,"Legislators, Senior Officials & Managers"
PA13616,Type8,Economically Inactive
PA13616,Type12,Economically Inactive
PA13617,Type12,Service and Sales Workers
PA13618,Type12,Service and Sales Workers
PA13618,Type11,Service and Sales Workers
PA13618,Type3,Service and Sales Workers
PA13619,Type12,"Legislators, Senior Officials & Managers"
PA13620,Type2,Service and Sales Workers
PA13621,Type8,Clerical Support Workers
PA13622,Type8,Clerical Support Workers
PA13623,Type12,Service and Sales Workers
PA13624,Type9,"Legislators, Senior Officials & Managers"
PA13625,Type13,"Legislators, Senior Officials & Managers"
PA13626,Type12,"Legislators, Senior Officials & Managers"
PA13627,Type9,Clerical Support Workers
PA13628,Type12,Associate Professionals and Technicians
PA13629,Type12,Service and Sales Workers
PA13629,Type11,Service and Sales Workers
PA13630,Type2,Professionals
PA13631,Type12,Service and Sales Workers
PA13632,Type9,Service and Sales Workers
PA13632,Type12,Service and Sales Workers
PA13633,Type5,Service and Sales Workers
PA13633,Type8,Service and Sales Workers
PA13633,Type10,Service and Sales Workers
PA13634,Type8,Economically Inactive
PA13635,Type9,Service and Sales Workers
PA13635,Type12,Service and Sales Workers
PA13636,Type13,Professionals
PA13637,Type12,"Legislators, Senior Officials & Managers"
PA13638,Type15,Clerical Support Workers
PA13639,Type13,Service and Sales Workers
PA13640,Type12,Service and Sales Workers
PA13641,Type6,"Legislators, Senior Officials & Managers"
PA13642,Type8,Service and Sales Workers
PA13643,Type5,Professionals
PA13643,Type15,Professionals
PA13644,Type12,Professionals
PA13644,Type10,Professionals
PA13645,Type12,Service and Sales Workers
PA13645,Type11,Service and Sales Workers
PA13646,Type12,"Legislators, Senior Officials & Managers"
PA13647,Type12,"Legislators, Senior Officials & Managers"
PA13648,Type12,Economically Inactive
PA13649,Type10,"Legislators, Senior Officials & Managers"
PA13650,Type6,"Legislators, Senior Officials & Managers"
PA13651,Type10,Professionals
PA13652,Type15,Economically Inactive
PA13653,Type13,"Legislators, Senior Officials & Managers"
PA13654,Type9,Clerical Support Workers
PA13655,Type9,Clerical Support Workers
PA13656,Type13,Associate Professionals and Technicians
PA13657,Type9,Economically Inactive
PA13658,Type13,Service and Sales Workers
PA13658,Type8,Service and Sales Workers
PA13659,Type9,Service and Sales Workers
PA13660,Type12,Economically Inactive
PA13661,Type12,Associate Professionals and Technicians
PA13661,Type11,Associate Professionals and Technicians
PA13662,Type11,"Legislators, Senior Officials & Managers"
PA13663,Type13,Economically Inactive
PA13664,Type12,Professionals
PA13665,Type13,Associate Professionals and Technicians
PA13666,Type6,"Legislators, Senior Officials & Managers"
PA13667,Type9,"Cleaners, Labourers and Related Workers"
PA13668,Type9,Economically Inactive
PA13669,Type8,"Legislators, Senior Officials & Managers"
PA13670,Type6,"Legislators, Senior Officials & Managers"
PA13671,Type7,Associate Professionals and Technicians
PA13672,Type1,"Legislators, Senior Officials & Managers"
PA13673,Type8,Clerical Support Workers
PA13673,Type3,Clerical Support Workers
PA13673,Type15,Clerical Support Workers
PA13674,Type1,Service and Sales Workers
PA13675,Type6,Professionals
PA13676,Type10,"Legislators, Senior Officials & Managers"
PA13677,Type12,Economically Inactive
PA13678,Type12,Economically Inactive
PA13679,Type9,Economically Inactive
PA13679,Type15,Economically Inactive
PA13680,Type12,"Cleaners, Labourers and Related Workers"
PA13681,Type5,Clerical Support Workers
PA13682,Type9,Service and Sales Workers
PA13683,Type12,"Legislators, Senior Officials & Managers"
PA13683,Type10,"Legislators, Senior Officials & Managers"
PA13683,Type6,"Legislators, Senior Officials & Managers"
PA13684,Type12,Service and Sales Workers
PA13685,Type12,Economically Inactive
PA13686,Type9,Clerical Support Workers
PA13687,Type1,"Legislators, Senior Officials & Managers"
PA13688,Type4,"Legislators, Senior Officials & Managers"
PA13689,Type3,Associate Professionals and Technicians
PA13689,Type11,Associate Professionals and Technicians
PA13690,Type12,Service and Sales Workers
PA13691,Type13,Associate Professionals and Technicians
PA13692,Type9,Economically Inactive
PA13693,Type9,Plant & Machine Operators & Assemblers
PA13694,Type12,Clerical Support Workers
PA13695,Type12,"Legislators, Senior Officials & Managers"
PA13696,Type5,Craftsmen and Related Trades Workers
PA13697,Type9,Economically Inactive
PA13697,Type12,Economically Inactive
PA13698,Type12,"Legislators, Senior Officials & Managers"
PA13699,Type13,"Legislators, Senior Officials & Managers"
PA13700,Type12,Service and Sales Workers
PA13701,Type3,Service and Sales Workers
PA13701,Type12,Service and Sales Workers
PA13701,Type5,Service and Sales Workers
PA13702,Type5,"Legislators, Senior Officials & Managers"
PA13703,Type8,"Legislators, Senior Officials & Managers"
PA13704,Type3,Economically Inactive
PA13704,Type15,Economically Inactive
PA13705,Type6,Service and Sales Workers
PA13706,Type10,Professionals
PA13707,Type12,"Cleaners, Labourers and Related Workers"
PA13708,Type13,Service and Sales Workers
PA13709,Type15,Professionals
PA13710,Type9,Service and Sales Workers
PA13711,Type10,Clerical Support Workers
PA13712,Type9,Clerical Support Workers
PA13712,Type12,Clerical Support Workers
PA13713,Type13,Associate Professionals and Technicians
PA13713,Type5,Associate Professionals and Technicians
PA13714,Type12,"Legislators, Senior Officials & Managers"
PA13715,Type9,"Cleaners, Labourers and Related Workers"
PA13716,Type13,Associate Professionals and Technicians
PA13717,Type9,Clerical Support Workers
PA13718,Type13,Clerical Support Workers
PA13719,Type2,"Legislators, Senior Officials & Managers"
PA13719,Type12,"Legislators, Senior Officials & Managers"
PA13720,Type12,Associate Professionals and Technicians
PA13721,Type9,Service and Sales Workers
PA13722,Type12,Service and Sales Workers
PA13723,Type13,Professionals
PA13724,Type9,Economically Inactive
PA13725,Type12,Economically Inactive
PA13726,Type12,Craftsmen and Related Trades Workers
PA13727,Type5,"Legislators, Senior Officials & Managers"
PA13727,Type13,"Legislators, Senior Officials & Managers"
PA13728,Type12,Professionals
PA13729,Type12,"Legislators, Senior Officials & Managers"
PA13730,Type12,Service and Sales Workers
PA13730,Type5,Service and Sales Workers
PA13730,Type9,Service and Sales Workers
PA13731,Type12,Clerical Support Workers
PA13732,Type10,Professionals
PA13733,Type12,Economically Inactive
PA13734,Type7,Associate Professionals and Technicians
PA13735,Type9,Professionals
PA13736,Type12,Associate Professionals and Technicians
PA13737,Type12,Economically Inactive
PA13738,Type13,Professionals
PA13739,Type12,Professionals
PA13740,Type11,Associate Professionals and Technicians
PA13741,Type3,Economically Inactive
PA13742,Type9,Service and Sales Workers
PA13743,Type3,Economically Inactive
PA13744,Type5,Economically Inactive
PA13745,Type13,Associate Professionals and Technicians
PA13746,Type5,"Legislators, Senior Officials & Managers"
PA13747,Type12,"Legislators, Senior Officials & Managers"
PA13748,Type9,Associate Professionals and Technicians
PA13749,Type11,Economically Inactive
PA13750,Type3,Economically Inactive
PA13751,Type2,"Legislators, Senior Officials & Managers"
PA13752,Type12,Economically Inactive
PA13753,Type13,Economically Inactive
PA13754,Type5,"Legislators, Senior Officials & Managers"
PA13755,Type3,Economically Inactive
PA13756,Type12,Economically Inactive
PA13756,Type11,Economically Inactive
PA13757,Type12,Economically Inactive
PA13758,Type13,Associate Professionals and Technicians
PA13759,Type12,Clerical Support Workers
PA13760,Type8,"Legislators, Senior Officials & Managers"
PA13760,Type10,"Legislators, Senior Officials & Managers"
PA13761,Type12,Clerical Support Workers
PA13762,Type10,Associate Professionals and Technicians
PA13763,Type13,Clerical Support Workers
PA13764,Type12,"Legislators, Senior Officials & Managers"
PA13765,Type12,"Legislators, Senior Officials & Managers"
PA13766,Type12,Clerical Support Workers
PA13767,Type9,Service and Sales Workers
PA13767,Type6,Service and Sales Workers
PA13768,Type10,Economically Inactive
PA13769,Type15,"Legislators, Senior Officials & Managers"
PA13770,Type9,Service and Sales Workers
PA13771,Type15,Economically Inactive
PA13772,Type8,Economically Inactive
PA13773,Type12,"Legislators, Senior Officials & Managers"
PA13774,Type10,"Legislators, Senior Officials & Managers"
PA13775,Type12,Associate Professionals and Technicians
PA13775,Type5,Associate Professionals and Technicians
PA13776,Type15,"Legislators, Senior Officials & Managers"
PA13777,Type2,"Legislators, Senior Officials & Managers"
PA13778,Type10,Professionals
PA13779,Type5,"Legislators, Senior Officials & Managers"
PA13780,Type13,Clerical Support Workers
PA13781,Type12,Associate Professionals and Technicians
PA13782,Type10,Economically Inactive
PA13783,Type12,Associate Professionals and Technicians
PA13784,Type12,"Legislators, Senior Officials & Managers"
PA13785,Type12,"Legislators, Senior Officials & Managers"
PA13786,Type2,Associate Professionals and Technicians
PA13786,Type6,Associate Professionals and Technicians
PA13786,Type12,Associate Professionals and Technicians
PA13787,Type13,"Legislators, Senior Officials & Managers"
PA13788,Type5,"Legislators, Senior Officials & Managers"
PA13789,Type12,Associate Professionals and Technicians
PA13790,Type11,Associate Professionals and Technicians
PA13791,Type6,"Legislators, Senior Officials & Managers"
PA13792,Type13,"Legislators, Senior Officials & Managers"
PA13793,Type3,Economically Inactive
PA13794,Type15,Associate Professionals and Technicians
PA13795,Type15,Economically Inactive
PA13795,Type12,Economically Inactive
PA13796,Type10,Associate Professionals and Technicians
PA13796,Type6,Associate Professionals and Technicians
PA13796,Type12,Associate Professionals and Technicians
PA13797,Type12,Professionals
PA13798,Type15,Service and Sales Workers
PA13799,Type12,Professionals
PA13800,Type12,Economically Inactive
PA13801,Type12,Service and Sales Workers
PA13802,Type6,"Legislators, Senior Officials & Managers"
PA13803,Type12,Clerical Support Workers
PA13804,Type8,Clerical Support Workers
PA13805,Type3,Associate Professionals and Technicians
PA13806,Type3,"Legislators, Senior Officials & Managers"
PA13807,Type12,Economically Inactive
PA13808,Type1,Service and Sales Workers
PA13809,Type13,Associate Professionals and Technicians
PA13810,Type12,Service and Sales Workers
PA13810,Type12,Service and Sales Workers
PA13811,Type12,Clerical Support Workers
PA13811,Type5,Clerical Support Workers
PA13812,Type15,Associate Professionals and Technicians
PA13813,Type15,Service and Sales Workers
PA13814,Type8,Associate Professionals and Technicians
PA13814,Type3,Associate Professionals and Technicians
PA13815,Type7,Economically Inactive
PA13816,Type11,Professionals
PA13817,Type12,"Legislators, Senior Officials & Managers"
PA13818,Type12,Service and Sales Workers
PA13819,Type10,Others
PA13820,Type12,Professionals
PA13820,Type15,Professionals
PA13821,Type12,Professionals
PA13822,Type12,Service and Sales Workers
PA13823,Type12,Clerical Support Workers
PA13824,Type12,Clerical Support Workers
PA13824,Type11,Clerical Support Workers
PA13825,Type10,"Legislators, Senior Officials & Managers"
PA13826,Type6,Service and Sales Workers
PA13827,Type10,"Legislators, Senior Officials & Managers"
PA13828,Type10,Professionals
PA13829,Type12,"Legislators, Senior Officials & Managers"
PA13829,Type12,"Legislators, Senior Officials & Managers"
PA13830,Type12,Professionals
PA13831,Type9,Clerical Support Workers
PA13831,Type3,Clerical Support Workers
PA13832,Type5,Service and Sales Workers
PA13833,Type10,"Legislators, Senior Officials & Managers"
PA13834,Type2,Associate Professionals and Technicians
PA13835,Type12,"Legislators, Senior Officials & Managers"
PA13836,Type9,Economically Inactive
PA13836,Type13,Economically Inactive
PA13837,Type13,Clerical Support Workers
PA13838,Type12,Others
PA13839,Type10,"Legislators, Senior Officials & Managers"
PA13840,Type12,Economically Inactive
PA13841,Type10,"Legislators, Senior Officials & Managers"
PA13842,Type12,Economically Inactive
PA13843,Type6,"Legislators, Senior Officials & Managers"
PA13844,Type15,Economically Inactive
PA13845,Type12,Service and Sales Workers
PA13846,Type12,"Legislators, Senior Officials & Managers"
PA13847,Type10,Service and Sales Workers
PA13848,Type12,Associate Professionals and Technicians
PA13849,Type3,Associate Professionals and Technicians
PA13850,Type12,"Cleaners, Labourers and Related Workers"
PA13851,Type15,Economically Inactive
PA13852,Type9,Service and Sales Workers
PA13853,Type13,"Legislators, Senior Officials & Managers"
PA13854,Type1,Service and Sales Workers
PA13855,Type12,Associate Professionals and Technicians
PA13856,Type6,Associate Professionals and Technicians
PA13857,Type9,Economically Inactive
PA13857,Type15,Economically Inactive
PA13858,Type12,"Legislators, Senior Officials & Managers"
PA13859,Type13,Economically Inactive
PA13860,Type13,Associate Professionals and Technicians
PA13861,Type12,Service and Sales Workers
PA13862,Type15,Economically Inactive
PA13863,Type5,Economically Inactive
PA13864,Type13,Service and Sales Workers
PA13865,Type3,Service and Sales Workers
PA13866,Type13,Professionals
PA13867,Type10,"Legislators, Senior Officials & Managers"
PA13868,Type8,Professionals
PA13869,Type8,"Legislators, Senior Officials & Managers"
PA13870,Type13,Associate Professionals and Technicians
PA13870,Type9,Associate Professionals and Technicians
PA13871,Type12,"Legislators, Senior Officials & Managers"
PA13872,Type5,Professionals
PA13873,Type2,"Legislators, Senior Officials & Managers"
PA13874,Type12,Economically Inactive
PA13874,Type11,Economically Inactive
PA13875,Type13,"Legislators, Senior Officials & Managers"
PA13876,Type12,Service and Sales Workers
PA13877,Type15,"Legislators, Senior Officials & Managers"
PA13878,Type5,Service and Sales Workers
PA13879,Type12,Professionals
PA13880,Type5,"Legislators, Senior Officials & Managers"
PA13880,Type3,"Legislators, Senior Officials & Managers"
PA13881,Type12,Associate Professionals and Technicians
PA13882,Type9,Economically Inactive
PA13882,Type12,Economically Inactive
PA13883,Type11,Plant & Machine Operators & Assemblers
PA13884,Type5,"Legislators, Senior Officials & Managers"
PA13884,Type12,"Legislators, Senior Officials & Managers"
PA13885,Type13,Others
PA13886,Type13,"Legislators, Senior Officials & Managers"
PA13887,Type15,Economically Inactive
PA13888,Type12,Associate Professionals and Technicians
PA13889,Type15,Professionals
PA13890,Type5,Clerical Support Workers
PA13890,Type13,Clerical Support Workers
PA13891,Type2,Professionals
PA13891,Type15,Professionals
PA13891,Type12,Professionals
PA13892,Type12,"Legislators, Senior Officials & Managers"
PA13893,Type12,Professionals
PA13893,Type9,Professionals
PA13894,Type10,Economically Inactive
PA13895,Type10,Service and Sales Workers
PA13896,Type7,Clerical Support Workers
PA13897,Type12,Service and Sales Workers
PA13898,Type13,"Legislators, Senior Officials & Managers"
PA13899,Type12,Service and Sales Workers
PA13899,Type9,Service and Sales Workers
PA13900,Type12,Economically Inactive
PA13901,Type9,"Legislators, Senior Officials & Managers"
PA13901,Type13,"Legislators, Senior Officials & Managers"
PA13902,Type2,"Legislators, Senior Officials & Managers"
PA13902,Type2,"Legislators, Senior Officials & Managers"
PA13903,Type10,Service and Sales Workers
PA13904,Type6,"Legislators, Senior Officials & Managers"
PA13905,Type9,Service and Sales Workers
PA13905,Type13,Service and Sales Workers
PA13906,Type13,Clerical Support Workers
PA13907,Type12,"Legislators, Senior Officials & Managers"
PA13908,Type15,Economically Inactive
PA13909,Type5,"Legislators, Senior Officials & Managers"
PA13909,Type8,"Legislators, Senior Officials & Managers"
PA13910,Type3,Service and Sales Workers
PA13911,Type3,Clerical Support Workers
PA13912,Type12,Others
PA13913,Type8,Associate Professionals and Technicians
PA13914,Type13,"Legislators, Senior Officials & Managers"
PA13915,Type1,Service and Sales Workers
PA13916,Type15,Clerical Support Workers
PA13917,Type9,Service and Sales Workers
PA13918,Type5,Service and Sales Workers
PA13919,Type11,Economically Inactive
PA13920,Type2,"Legislators, Senior Officials & Managers"
PA13921,Type15,Economically Inactive
PA13922,Type12,"Legislators, Senior Officials & Managers"
PA13923,Type12,Service and Sales Workers
PA13924,Type13,Service and Sales Workers
PA13925,Type13,"Legislators, Senior Officials & Managers"
PA13926,Type6,"Legislators, Senior Officials & Managers"
PA13926,Type12,"Legislators, Senior Officials & Managers"
PA13927,Type11,Clerical Support Workers
PA13928,Type12,"Legislators, Senior Officials & Managers"
PA13929,Type10,"Legislators, Senior Officials & Managers"
PA13930,Type3,Plant & Machine Operators & Assemblers
PA13931,Type2,"Legislators, Senior Officials & Managers"
PA13932,Type8,"Legislators, Senior Officials & Managers"
PA13933,Type12,"Legislators, Senior Officials & Managers"
PA13934,Type12,Professionals
PA13935,Type9,Associate Professionals and Technicians
PA13936,Type3,Economically Inactive
PA13937,Type12,"Legislators, Senior Officials & Managers"
PA13938,Type5,Service and Sales Workers
PA13939,Type12,Service and Sales Workers
PA13940,Type12,Service and Sales Workers
PA13941,Type13,Associate Professionals and Technicians
PA13942,Type13,Economically Inactive
PA13943,Type6,"Legislators, Senior Officials & Managers"
PA13944,Type13,Associate Professionals and Technicians
PA13945,Type12,"Legislators, Senior Officials & Managers"
PA13946,Type10,Professionals
PA13947,Type13,"Legislators, Senior Officials & Managers"
PA13948,Type2,Associate Professionals and Technicians
PA13948,Type10,Associate Professionals and Technicians
PA13949,Type9,Clerical Support Workers
PA13950,Type6,"Legislators, Senior Officials & Managers"
PA13951,Type3,Associate Professionals and Technicians
PA13952,Type7,Economically Inactive
PA13953,Type15,Associate Professionals and Technicians
PA13954,Type3,"Legislators, Senior Officials & Managers"
PA13954,Type12,"Legislators, Senior Officials & Managers"
PA13954,Type11,"Legislators, Senior Officials & Managers"
PA13955,Type8,Clerical Support Workers
PA13956,Type10,"Legislators, Senior Officials & Managers"
PA13957,Type10,"Legislators, Senior Officials & Managers"
PA13958,Type9,Service and Sales Workers
PA13959,Type12,"Legislators, Senior Officials & Managers"
PA13960,Type13,Associate Professionals and Technicians
PA13961,Type9,Service and Sales Workers
PA13961,Type6,Service and Sales Workers
PA13962,Type15,"Legislators, Senior Officials & Managers"
PA13963,Type6,"Legislators, Senior Officials & Managers"
PA13963,Type12,"Legislators, Senior Officials & Managers"
PA13964,Type15,Associate Professionals and Technicians
PA13965,Type8,Associate Professionals and Technicians
PA13966,Type10,"Legislators, Senior Officials & Managers"
PA13967,Type9,Clerical Support Workers
PA13968,Type12,Plant & Machine Operators & Assemblers
PA13969,Type12,Associate Professionals and Technicians
PA13970,Type15,Clerical Support Workers
PA13970,Type12,Clerical Support Workers
PA13971,Type8,"Legislators, Senior Officials & Managers"
PA13972,Type5,Professionals
PA13973,Type9,Clerical Support Workers
PA13974,Type3,Service and Sales Workers
PA13975,Type7,Economically Inactive
